1	1
9	6
17	7
25	8
33	10
41	6
49	9
57	8
65	13
73	10
81	12
89	10
97	14
105	11
113	10
121	12
129	11
137	10
145	11
153	15
161	12
169	11
177	13
185	10
193	12
201	14
209	12
217	12
225	16
233	13
241	12
249	14
257	10
265	13
273	17
281	11
289	15
297	12
305	11
313	14
321	13
329	13
337	12
345	16
353	14
361	14
369	12
377	10
385	13
393	12
401	14
409	13
417	16
425	16
433	14
441	12
449	16
457	14
465	18
473	14
481	15
489	13
497	17
505	13
513	14
521	18
529	16
537	17
545	16
553	14
561	14
569	16
577	15
585	15
593	15
601	11
609	15
617	17
625	16
633	15
641	13
649	16
657	14
665	16
673	16
681	12
689	12
697	11
705	13
713	14
721	17
729	13
737	16
745	13
753	19
761	15
769	18
777	19
785	16
793	16
801	15
809	14
817	16
825	16
833	12
841	16
849	15
857	15
865	15
873	16
881	16
889	15
897	15
905	17
913	15
921	16
929	14
937	15
945	18
953	16
961	13
969	18
977	14
985	18
993	13
1001	15
1009	14
1017	17
1025	18
1033	19
1041	16
1049	13
1057	17
1065	18
1073	14
1081	15
1089	15
1097	15
1105	19
1113	15
1121	15
1129	16
1137	19
1145	16
1153	13
1161	16
1169	18
1177	15
1185	16
1193	18
1201	16
1209	18
1217	20
1225	15
1233	15
1241	16
1249	14
1257	15
1265	18
1273	16
1281	18
1289	18
1297	14
1305	17
1313	13
1321	15
1329	13
1337	18
1345	16
1353	16
1361	16
1369	20
1377	18
1385	18
1393	20
1401	17
1409	13
1417	14
1425	20
1433	16
1441	17
1449	15
1457	20
1465	16
1473	15
1481	17
1489	18
1497	17
1505	16
1513	17
1521	17
1529	16
1537	17
1545	20
1553	15
1561	19
1569	17
1577	17
1585	21
1593	20
1601	19
1609	17
1617	15
1625	16
1633	17
1641	19
1649	15
1657	17
1665	19
1673	18
1681	19
1689	15
1697	16
1705	19
1713	18
1721	19
1729	19
1737	18
1745	20
1753	17
1761	18
1769	16
1777	19
1785	20
1793	22
1801	17
1809	17
1817	15
1825	16
1833	18
1841	18
1849	19
1857	18
1865	14
1873	20
1881	20
1889	16
1897	18
1905	19
1913	19
1921	18
1929	19
1937	15
1945	16
1953	21
1961	14
1969	17
1977	20
1985	18
1993	18
2001	19
2009	17
2017	19
2025	19
2033	18
2041	14
2049	21
2057	19
2065	16
2073	18
2081	20
2089	17
2097	17
2105	19
2113	19
2121	20
2129	16
2137	16
2145	19
2153	18
2161	15
2169	18
2177	19
2185	18
2193	19
2201	20
2209	17
2217	14
2225	17
2233	19
2241	14
2249	16
2257	19
