10	5
10	6
10	5
10	7
10	8
10	5
10	7
10	5
10	6
10	7
10	7
10	5
10	7
10	5
10	7
10	6
10	5
10	6
10	7
10	6
10	6
10	8
10	4
10	6
10	5
10	7
10	6
10	7
10	7
10	7
10	5
10	7
10	7
10	6
10	7
10	6
10	7
10	5
10	6
10	7
10	6
10	5
10	6
10	5
10	6
10	6
10	7
10	6
10	6
10	9
10	7
10	7
10	6
10	6
10	7
10	8
10	7
10	7
10	7
10	5
10	6
10	6
10	6
10	7
10	5
10	6
10	5
10	5
10	5
10	6
10	5
10	5
10	5
10	6
10	7
10	5
10	6
10	5
10	5
10	5
10	7
10	5
10	6
10	5
10	6
10	6
10	5
10	6
10	6
10	5
10	5
10	5
10	6
10	6
10	5
10	7
10	5
10	7
10	6
10	7
10	8
10	8
10	5
10	5
10	7
10	5
10	5
10	7
10	8
10	7
10	7
10	5
10	7
10	6
10	7
10	6
10	4
10	7
10	4
10	5
10	6
10	6
10	5
10	6
10	7
10	8
10	7
10	7
10	7
10	7
10	5
10	5
10	6
10	6
10	7
10	6
10	7
10	7
10	6
10	4
10	7
10	7
10	6
10	7
10	7
10	8
10	6
10	7
10	7
10	5
10	7
10	5
10	6
10	8
10	5
10	7
10	5
10	6
10	6
10	5
10	6
10	7
10	7
10	8
10	5
10	7
10	5
10	6
10	7
10	8
10	7
10	5
10	6
10	8
10	7
10	6
10	7
10	6
10	5
10	6
10	6
10	4
10	5
10	7
10	6
10	5
10	8
10	7
10	7
10	5
10	8
10	5
10	5
10	7
10	8
10	7
10	5
10	7
10	5
10	5
10	7
10	7
10	6
10	5
10	6
10	4
10	8
10	5
10	6
10	6
10	7
10	6
10	5
10	5
10	7
10	5
10	6
10	8
10	5
10	6
10	5
10	7
10	7
10	7
10	5
10	8
10	6
10	5
10	5
10	8
10	6
10	7
10	5
10	5
10	5
10	8
10	7
10	7
10	6
10	8
10	8
10	6
10	5
10	5
10	7
10	5
10	6
10	5
10	6
10	8
10	6
10	5
10	5
10	7
10	7
10	5
10	7
10	5
10	5
10	5
10	5
10	7
10	6
10	5
10	7
10	7
10	7
10	5
10	7
10	6
10	5
10	6
10	5
10	6
10	6
10	6
10	6
10	7
10	6
10	6
10	7
10	7
10	5
10	5
10	7
10	5
10	7
10	5
10	7
10	7
10	5
10	7
10	5
10	5
10	8
10	6
10	5
10	7
10	7
10	5
10	5
10	7
10	8
10	5
10	6
10	7
10	7
10	6
10	6
10	7
10	7
10	8
10	7
10	7
10	5
10	6
10	6
10	5
10	6
10	5
10	7
10	8
10	5
10	5
10	6
10	5
10	5
10	5
10	6
10	8
10	6
10	6
10	7
10	6
10	5
10	7
10	7
10	7
10	7
10	6
10	5
10	7
10	7
10	7
10	5
10	6
10	5
10	6
10	6
10	5
10	5
10	5
10	5
10	6
10	5
10	5
10	5
10	5
10	6
10	6
10	5
10	6
10	5
10	5
10	7
10	6
10	7
10	6
10	5
10	6
10	5
10	6
10	8
10	6
10	5
10	7
10	5
10	6
10	7
10	5
10	7
10	5
10	8
10	5
10	5
10	7
10	7
10	6
10	8
10	7
10	5
10	5
10	6
10	7
10	6
10	7
10	6
10	5
10	6
10	8
10	7
10	5
10	5
10	7
10	5
10	6
10	4
10	7
10	6
10	6
10	6
10	5
10	6
10	5
10	8
10	6
10	6
10	7
10	6
10	7
10	8
10	6
10	7
10	6
10	6
10	6
10	7
10	5
10	5
10	5
10	5
10	5
10	5
10	5
10	5
10	8
10	6
10	5
10	6
10	7
10	8
10	5
10	5
10	7
10	5
10	6
10	5
10	5
10	5
10	8
10	6
10	5
10	6
10	6
10	7
10	5
10	6
10	5
10	6
10	7
10	7
10	6
10	7
10	5
10	5
10	6
10	6
10	8
10	6
10	5
10	7
10	5
10	5
10	5
10	5
10	7
10	7
10	5
10	7
10	7
10	5
10	5
10	6
10	5
10	6
10	5
10	7
10	5
10	6
10	5
10	7
10	8
10	7
10	5
